2025-09-05 22:03:54,553 - === GLAE, leaving subject 7 for test ===
2025-09-05 22:03:59,382 - =========================Subject 7, Anchor 0===========================
2025-09-05 22:04:05,110 - anchor [Subject 7, Anchor 0, Epoch 1/150] Train Loss=0.0027 Train Acc=0.8184 Test Acc=0.7578 Best Acc=0.7578
2025-09-05 22:04:05,266 - anchor [Subject 7, Anchor 0, Epoch 2/150] Train Loss=0.0021 Train Acc=0.8516 Test Acc=0.7559 Best Acc=0.7578
2025-09-05 22:04:05,408 - anchor [Subject 7, Anchor 0, Epoch 3/150] Train Loss=0.0021 Train Acc=0.8594 Test Acc=0.7559 Best Acc=0.7578
2025-09-05 22:04:05,557 - anchor [Subject 7, Anchor 0, Epoch 4/150] Train Loss=0.0017 Train Acc=0.8711 Test Acc=0.7559 Best Acc=0.7578
2025-09-05 22:04:05,702 - anchor [Subject 7, Anchor 0, Epoch 5/150] Train Loss=0.0014 Train Acc=0.8809 Test Acc=0.7559 Best Acc=0.7578
2025-09-05 22:04:05,853 - anchor [Subject 7, Anchor 0, Epoch 6/150] Train Loss=0.0014 Train Acc=0.8730 Test Acc=0.7559 Best Acc=0.7578
2025-09-05 22:04:05,995 - anchor [Subject 7, Anchor 0, Epoch 7/150] Train Loss=0.0011 Train Acc=0.9023 Test Acc=0.7559 Best Acc=0.7578
2025-09-05 22:04:06,127 - anchor [Subject 7, Anchor 0, Epoch 8/150] Train Loss=0.0009 Train Acc=0.9043 Test Acc=0.7559 Best Acc=0.7578
2025-09-05 22:04:06,291 - anchor [Subject 7, Anchor 0, Epoch 9/150] Train Loss=0.0008 Train Acc=0.9180 Test Acc=0.7793 Best Acc=0.7793
2025-09-05 22:04:06,451 - anchor [Subject 7, Anchor 0, Epoch 10/150] Train Loss=0.0007 Train Acc=0.9336 Test Acc=0.7812 Best Acc=0.7812
2025-09-05 22:04:06,617 - anchor [Subject 7, Anchor 0, Epoch 11/150] Train Loss=0.0007 Train Acc=0.9121 Test Acc=0.7812 Best Acc=0.7812
2025-09-05 22:04:06,765 - anchor [Subject 7, Anchor 0, Epoch 12/150] Train Loss=0.0006 Train Acc=0.9316 Test Acc=0.7812 Best Acc=0.7812
2025-09-05 22:04:06,937 - anchor [Subject 7, Anchor 0, Epoch 13/150] Train Loss=0.0006 Train Acc=0.9355 Test Acc=0.7812 Best Acc=0.7812
2025-09-05 22:04:07,108 - anchor [Subject 7, Anchor 0, Epoch 14/150] Train Loss=0.0007 Train Acc=0.9277 Test Acc=0.7812 Best Acc=0.7812
2025-09-05 22:04:07,275 - anchor [Subject 7, Anchor 0, Epoch 15/150] Train Loss=0.0007 Train Acc=0.9277 Test Acc=0.7812 Best Acc=0.7812
