2025-12-04 17:01:28,071 - === GLAE, leaving subject 12 for test ===
2025-12-04 17:17:17,002 - =========================Subject 12, Anchor 0===========================
2025-12-04 17:19:31,126 - anchor [Subject 12, Anchor 0, Epoch 1/150] Train Loss=0.0001 Train Acc=0.9750 Test Acc=0.8008 Best Acc=0.8008
2025-12-04 17:19:59,001 - anchor [Subject 12, Anchor 0, Epoch 2/150] Train Loss=0.0001 Train Acc=0.9840 Test Acc=0.8031 Best Acc=0.8031
2025-12-04 17:20:27,881 - anchor [Subject 12, Anchor 0, Epoch 3/150] Train Loss=0.0000 Train Acc=0.9906 Test Acc=0.7812 Best Acc=0.8031
2025-12-04 17:20:52,993 - anchor [Subject 12, Anchor 0, Epoch 4/150] Train Loss=0.0000 Train Acc=0.9941 Test Acc=0.7809 Best Acc=0.8031
2025-12-04 17:21:20,640 - anchor [Subject 12, Anchor 0, Epoch 5/150] Train Loss=0.0000 Train Acc=0.9977 Test Acc=0.7812 Best Acc=0.8031
2025-12-04 17:21:48,192 - anchor [Subject 12, Anchor 0, Epoch 6/150] Train Loss=0.0000 Train Acc=0.9969 Test Acc=0.7812 Best Acc=0.8031
2025-12-04 17:22:17,411 - anchor [Subject 12, Anchor 0, Epoch 7/150] Train Loss=0.0000 Train Acc=0.9992 Test Acc=0.7801 Best Acc=0.8031
2025-12-04 17:22:47,049 - anchor [Subject 12, Anchor 0, Epoch 8/150] Train Loss=0.0000 Train Acc=0.9984 Test Acc=0.7797 Best Acc=0.8031
2025-12-04 17:23:15,161 - anchor [Subject 12, Anchor 0, Epoch 9/150] Train Loss=0.0000 Train Acc=0.9988 Test Acc=0.7828 Best Acc=0.8031
2025-12-04 17:23:44,660 - anchor [Subject 12, Anchor 0, Epoch 10/150] Train Loss=0.0000 Train Acc=0.9996 Test Acc=0.7828 Best Acc=0.8031
2025-12-04 17:24:11,704 - anchor [Subject 12, Anchor 0, Epoch 11/150] Train Loss=0.0000 Train Acc=0.9992 Test Acc=0.7828 Best Acc=0.8031
2025-12-04 17:24:43,345 - anchor [Subject 12, Anchor 0, Epoch 12/150] Train Loss=0.0000 Train Acc=0.9996 Test Acc=0.7828 Best Acc=0.8031
2025-12-04 17:25:12,246 - anchor [Subject 12, Anchor 0, Epoch 13/150] Train Loss=0.0000 Train Acc=0.9996 Test Acc=0.7828 Best Acc=0.8031
2025-12-04 17:25:40,455 - anchor [Subject 12, Anchor 0, Epoch 14/150] Train Loss=0.0000 Train Acc=0.9988 Test Acc=0.7828 Best Acc=0.8031
2025-12-04 17:26:09,270 - anchor [Subject 12, Anchor 0, Epoch 15/150] Train Loss=0.0000 Train Acc=0.9996 Test Acc=0.7832 Best Acc=0.8031
2025-12-04 17:26:37,977 - anchor [Subject 12, Anchor 0, Epoch 16/150] Train Loss=0.0000 Train Acc=0.9996 Test Acc=0.7832 Best Acc=0.8031
2025-12-04 17:27:07,751 - anchor [Subject 12, Anchor 0, Epoch 17/150] Train Loss=0.0000 Train Acc=1.0000 Test Acc=0.7832 Best Acc=0.8031
2025-12-04 17:27:36,753 - anchor [Subject 12, Anchor 0, Epoch 18/150] Train Loss=0.0000 Train Acc=1.0000 Test Acc=0.7832 Best Acc=0.8031
2025-12-04 17:28:03,759 - anchor [Subject 12, Anchor 0, Epoch 19/150] Train Loss=0.0000 Train Acc=1.0000 Test Acc=0.7832 Best Acc=0.8031
2025-12-04 17:28:31,199 - anchor [Subject 12, Anchor 0, Epoch 20/150] Train Loss=0.0000 Train Acc=1.0000 Test Acc=0.7832 Best Acc=0.8031
2025-12-04 17:28:59,854 - anchor [Subject 12, Anchor 0, Epoch 21/150] Train Loss=0.0000 Train Acc=1.0000 Test Acc=0.7832 Best Acc=0.8031
2025-12-04 17:29:27,516 - anchor [Subject 12, Anchor 0, Epoch 22/150] Train Loss=0.0000 Train Acc=0.9996 Test Acc=0.7836 Best Acc=0.8031
2025-12-04 17:29:58,363 - anchor [Subject 12, Anchor 0, Epoch 23/150] Train Loss=0.0000 Train Acc=1.0000 Test Acc=0.7836 Best Acc=0.8031
