2025-12-04 17:01:27,937 - === GLAE, leaving subject 0 for test ===
2025-12-04 17:02:11,306 - =========================Subject 0, Anchor 0===========================
2025-12-04 17:04:07,955 - anchor [Subject 0, Anchor 0, Epoch 1/150] Train Loss=0.0004 Train Acc=0.9395 Test Acc=0.7188 Best Acc=0.7188
2025-12-04 17:04:08,582 - anchor [Subject 0, Anchor 0, Epoch 2/150] Train Loss=0.0004 Train Acc=0.9512 Test Acc=0.7168 Best Acc=0.7188
2025-12-04 17:04:09,172 - anchor [Subject 0, Anchor 0, Epoch 3/150] Train Loss=0.0004 Train Acc=0.9551 Test Acc=0.7168 Best Acc=0.7188
2025-12-04 17:04:10,022 - anchor [Subject 0, Anchor 0, Epoch 4/150] Train Loss=0.0003 Train Acc=0.9707 Test Acc=0.7129 Best Acc=0.7188
2025-12-04 17:04:10,926 - anchor [Subject 0, Anchor 0, Epoch 5/150] Train Loss=0.0003 Train Acc=0.9746 Test Acc=0.7129 Best Acc=0.7188
2025-12-04 17:04:11,286 - anchor [Subject 0, Anchor 0, Epoch 6/150] Train Loss=0.0003 Train Acc=0.9785 Test Acc=0.7129 Best Acc=0.7188
2025-12-04 17:04:12,149 - anchor [Subject 0, Anchor 0, Epoch 7/150] Train Loss=0.0003 Train Acc=0.9844 Test Acc=0.6992 Best Acc=0.7188
2025-12-04 17:04:12,951 - anchor [Subject 0, Anchor 0, Epoch 8/150] Train Loss=0.0003 Train Acc=0.9824 Test Acc=0.6641 Best Acc=0.7188
2025-12-04 17:04:13,512 - anchor [Subject 0, Anchor 0, Epoch 9/150] Train Loss=0.0002 Train Acc=0.9863 Test Acc=0.6387 Best Acc=0.7188
2025-12-04 17:04:13,947 - anchor [Subject 0, Anchor 0, Epoch 10/150] Train Loss=0.0002 Train Acc=0.9922 Test Acc=0.6348 Best Acc=0.7188
2025-12-04 17:04:14,080 - anchor [Subject 0, Anchor 0, Epoch 11/150] Train Loss=0.0002 Train Acc=0.9941 Test Acc=0.6289 Best Acc=0.7188
2025-12-04 17:04:14,572 - anchor [Subject 0, Anchor 0, Epoch 12/150] Train Loss=0.0002 Train Acc=0.9941 Test Acc=0.6270 Best Acc=0.7188
2025-12-04 17:04:15,163 - anchor [Subject 0, Anchor 0, Epoch 13/150] Train Loss=0.0002 Train Acc=0.9941 Test Acc=0.6230 Best Acc=0.7188
2025-12-04 17:04:15,564 - anchor [Subject 0, Anchor 0, Epoch 14/150] Train Loss=0.0002 Train Acc=0.9961 Test Acc=0.6172 Best Acc=0.7188
2025-12-04 17:04:15,942 - anchor [Subject 0, Anchor 0, Epoch 15/150] Train Loss=0.0001 Train Acc=1.0000 Test Acc=0.6094 Best Acc=0.7188
2025-12-04 17:04:16,225 - anchor [Subject 0, Anchor 0, Epoch 16/150] Train Loss=0.0001 Train Acc=0.9980 Test Acc=0.6094 Best Acc=0.7188
2025-12-04 17:04:16,880 - anchor [Subject 0, Anchor 0, Epoch 17/150] Train Loss=0.0001 Train Acc=0.9980 Test Acc=0.5996 Best Acc=0.7188
2025-12-04 17:04:17,561 - anchor [Subject 0, Anchor 0, Epoch 18/150] Train Loss=0.0001 Train Acc=0.9961 Test Acc=0.5879 Best Acc=0.7188
2025-12-04 17:04:18,034 - anchor [Subject 0, Anchor 0, Epoch 19/150] Train Loss=0.0001 Train Acc=0.9980 Test Acc=0.5840 Best Acc=0.7188
2025-12-04 17:04:19,107 - anchor [Subject 0, Anchor 0, Epoch 20/150] Train Loss=0.0001 Train Acc=1.0000 Test Acc=0.5801 Best Acc=0.7188
2025-12-04 17:04:19,740 - anchor [Subject 0, Anchor 0, Epoch 21/150] Train Loss=0.0001 Train Acc=0.9961 Test Acc=0.5781 Best Acc=0.7188
2025-12-04 17:04:20,160 - anchor [Subject 0, Anchor 0, Epoch 22/150] Train Loss=0.0001 Train Acc=1.0000 Test Acc=0.5781 Best Acc=0.7188
2025-12-04 17:04:20,709 - anchor [Subject 0, Anchor 0, Epoch 23/150] Train Loss=0.0001 Train Acc=0.9980 Test Acc=0.5762 Best Acc=0.7188
2025-12-04 17:04:21,363 - anchor [Subject 0, Anchor 0, Epoch 24/150] Train Loss=0.0001 Train Acc=0.9941 Test Acc=0.5781 Best Acc=0.7188
2025-12-04 17:04:22,083 - anchor [Subject 0, Anchor 0, Epoch 25/150] Train Loss=0.0000 Train Acc=1.0000 Test Acc=0.5801 Best Acc=0.7188
2025-12-04 17:04:22,403 - anchor [Subject 0, Anchor 0, Epoch 26/150] Train Loss=0.0000 Train Acc=1.0000 Test Acc=0.5820 Best Acc=0.7188
2025-12-04 17:04:22,749 - anchor [Subject 0, Anchor 0, Epoch 27/150] Train Loss=0.0001 Train Acc=0.9980 Test Acc=0.5840 Best Acc=0.7188
2025-12-04 17:04:23,151 - anchor [Subject 0, Anchor 0, Epoch 28/150] Train Loss=0.0000 Train Acc=1.0000 Test Acc=0.5879 Best Acc=0.7188
2025-12-04 17:04:23,416 - anchor [Subject 0, Anchor 0, Epoch 29/150] Train Loss=0.0000 Train Acc=0.9980 Test Acc=0.5918 Best Acc=0.7188
2025-12-04 17:04:23,911 - anchor [Subject 0, Anchor 0, Epoch 30/150] Train Loss=0.0000 Train Acc=1.0000 Test Acc=0.5918 Best Acc=0.7188
2025-12-04 17:04:24,566 - anchor [Subject 0, Anchor 0, Epoch 31/150] Train Loss=0.0000 Train Acc=1.0000 Test Acc=0.5938 Best Acc=0.7188
2025-12-04 17:04:24,843 - anchor [Subject 0, Anchor 0, Epoch 32/150] Train Loss=0.0001 Train Acc=0.9980 Test Acc=0.5898 Best Acc=0.7188
2025-12-04 17:04:25,192 - anchor [Subject 0, Anchor 0, Epoch 33/150] Train Loss=0.0000 Train Acc=1.0000 Test Acc=0.5879 Best Acc=0.7188
2025-12-04 17:04:25,486 - anchor [Subject 0, Anchor 0, Epoch 34/150] Train Loss=0.0000 Train Acc=0.9980 Test Acc=0.5840 Best Acc=0.7188
2025-12-04 17:04:26,059 - anchor [Subject 0, Anchor 0, Epoch 35/150] Train Loss=0.0000 Train Acc=0.9980 Test Acc=0.5762 Best Acc=0.7188
2025-12-04 17:04:26,534 - anchor [Subject 0, Anchor 0, Epoch 36/150] Train Loss=0.0000 Train Acc=1.0000 Test Acc=0.5723 Best Acc=0.7188
2025-12-04 17:04:26,924 - anchor [Subject 0, Anchor 0, Epoch 37/150] Train Loss=0.0000 Train Acc=0.9980 Test Acc=0.5625 Best Acc=0.7188
2025-12-04 17:04:27,155 - anchor [Subject 0, Anchor 0, Epoch 38/150] Train Loss=0.0000 Train Acc=1.0000 Test Acc=0.5410 Best Acc=0.7188
2025-12-04 17:04:27,725 - anchor [Subject 0, Anchor 0, Epoch 39/150] Train Loss=0.0000 Train Acc=0.9961 Test Acc=0.5391 Best Acc=0.7188
